"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"SWE","GGNLEND","TOT","PC_GDP","A","2007",3.33119696603718,
"SWE","GGNLEND","TOT","PC_GDP","A","2008",1.9209595537025,
"SWE","GGNLEND","TOT","PC_GDP","A","2009",-0.836294624004128,
"SWE","GGNLEND","TOT","PC_GDP","A","2010",-0.090077711964553,
"SWE","GGNLEND","TOT","PC_GDP","A","2011",-0.337615899546796,
"SWE","GGNLEND","TOT","PC_GDP","A","2012",-1.11343955228386,
"SWE","GGNLEND","TOT","PC_GDP","A","2013",-1.46261606086425,
"SWE","GGNLEND","TOT","PC_GDP","A","2014",-1.52457090762461,
"SWE","GGNLEND","TOT","PC_GDP","A","2015",0.012299112539227,
"SWE","GGNLEND","TOT","PC_GDP","A","2016",1.03478322122767,
"SWE","GGNLEND","TOT","PC_GDP","A","2017",1.4227170301836,
"SWE","GGNLEND","TOT","PC_GDP","A","2018",0.818361553720912,
"SWE","GGNLEND","TOT","PC_GDP","A","2019",0.603015791884497,
"SWE","GGNLEND","TOT","PC_GDP","A","2020",-2.6694796986885,
"SWE","GGNLEND","TOT","PC_GDP","A","2021",-0.23933043227956,
"CHE","GGNLEND","TOT","PC_GDP","A","1995",-1.85739376249664,
"CHE","GGNLEND","TOT","PC_GDP","A","1996",-2.01258271943096,
"CHE","GGNLEND","TOT","PC_GDP","A","1997",-2.33062939029789,
"CHE","GGNLEND","TOT","PC_GDP","A","1998",-1.30345183901092,
"CHE","GGNLEND","TOT","PC_GDP","A","1999",-1.56724192970503,
"CHE","GGNLEND","TOT","PC_GDP","A","2000",0.281337704716356,
"CHE","GGNLEND","TOT","PC_GDP","A","2001",0.207109829019697,
"CHE","GGNLEND","TOT","PC_GDP","A","2002",-1.74204466384583,
"CHE","GGNLEND","TOT","PC_GDP","A","2003",-1.35540681551433,
"CHE","GGNLEND","TOT","PC_GDP","A","2004",-1.38568155881088,
"CHE","GGNLEND","TOT","PC_GDP","A","2005",-0.642358304326107,
"CHE","GGNLEND","TOT","PC_GDP","A","2006",0.842378309933941,
"CHE","GGNLEND","TOT","PC_GDP","A","2007",1.56695943598957,
"CHE","GGNLEND","TOT","PC_GDP","A","2008",1.92330868877306,
"CHE","GGNLEND","TOT","PC_GDP","A","2009",0.494047129085824,
"CHE","GGNLEND","TOT","PC_GDP","A","2010",0.35122697439522,
"CHE","GGNLEND","TOT","PC_GDP","A","2011",0.677588573279933,
"CHE","GGNLEND","TOT","PC_GDP","A","2012",0.233298220141595,
"CHE","GGNLEND","TOT","PC_GDP","A","2013",-0.428613530822639,
"CHE","GGNLEND","TOT","PC_GDP","A","2014",-0.244464252811588,
"CHE","GGNLEND","TOT","PC_GDP","A","2015",0.539275975996689,
"CHE","GGNLEND","TOT","PC_GDP","A","2016",0.235573891427647,
"CHE","GGNLEND","TOT","PC_GDP","A","2017",1.11552335773419,
"CHE","GGNLEND","TOT","PC_GDP","A","2018",1.27298640702297,
"CHE","GGNLEND","TOT","PC_GDP","A","2019",1.32404554257414,
"CHE","GGNLEND","TOT","PC_GDP","A","2020",-2.81938844969318,
"TUR","GGNLEND","TOT","PC_GDP","A","2009",-6.12654345908476,
"TUR","GGNLEND","TOT","PC_GDP","A","2010",-2.75323479802454,
"TUR","GGNLEND","TOT","PC_GDP","A","2011",-0.736199994901517,
"TUR","GGNLEND","TOT","PC_GDP","A","2012",-0.300218444724951,
"TUR","GGNLEND","TOT","PC_GDP","A","2013",0.203597868391041,
"TUR","GGNLEND","TOT","PC_GDP","A","2014",0.219587879237371,
"TUR","GGNLEND","TOT","PC_GDP","A","2015",0.496583390936607,
"TUR","GGNLEND","TOT","PC_GDP","A","2016",-1.32264638065281,
"TUR","GGNLEND","TOT","PC_GDP","A","2017",-2.7838094583033,
"TUR","GGNLEND","TOT","PC_GDP","A","2018",-2.87562941933908,
"TUR","GGNLEND","TOT","PC_GDP","A","2019",-4.41854075990483,
"TUR","GGNLEND","TOT","PC_GDP","A","2020",-4.6614173478848,
"GBR","GGNLEND","TOT","PC_GDP","A","1990",-1.74069676597804,
"GBR","GGNLEND","TOT","PC_GDP","A","1991",-2.96713099144091,
"GBR","GGNLEND","TOT","PC_GDP","A","1992",-6.10054004195367,
"GBR","GGNLEND","TOT","PC_GDP","A","1993",-7.42877973928058,
"GBR","GGNLEND","TOT","PC_GDP","A","1994",-6.39066769011106,
"GBR","GGNLEND","TOT","PC_GDP","A","1995",-5.14071268172165,
"GBR","GGNLEND","TOT","PC_GDP","A","1996",-3.70405326654895,
"GBR","GGNLEND","TOT","PC_GDP","A","1997",-2.05934378559394,
"GBR","GGNLEND","TOT","PC_GDP","A","1998",-0.306715896137303,
"GBR","GGNLEND","TOT","PC_GDP","A","1999",0.631112220121501,
"GBR","GGNLEND","TOT","PC_GDP","A","2000",1.35275375512062,
"GBR","GGNLEND","TOT","PC_GDP","A","2001",0.216195295541333,
"GBR","GGNLEND","TOT","PC_GDP","A","2002",-1.87132036668638,
"GBR","GGNLEND","TOT","PC_GDP","A","2003",-3.10253418732192,
"GBR","GGNLEND","TOT","PC_GDP","A","2004",-3.04219474672946,
"GBR","GGNLEND","TOT","PC_GDP","A","2005",-3.11347931205953,
"GBR","GGNLEND","TOT","PC_GDP","A","2006",-2.74506643769105,
"GBR","GGNLEND","TOT","PC_GDP","A","2007",-2.63309435931129,
"GBR","GGNLEND","TOT","PC_GDP","A","2008",-5.09522427493445,
"GBR","GGNLEND","TOT","PC_GDP","A","2009",-9.98593557336621,
"GBR","GGNLEND","TOT","PC_GDP","A","2010",-9.19541370615837,
"GBR","GGNLEND","TOT","PC_GDP","A","2011",-7.43589881815552,
"GBR","GGNLEND","TOT","PC_GDP","A","2012",-8.0866526660683,
"GBR","GGNLEND","TOT","PC_GDP","A","2013",-5.46779280095697,
"GBR","GGNLEND","TOT","PC_GDP","A","2014",-5.49728648165777,
"GBR","GGNLEND","TOT","PC_GDP","A","2015",-4.50741314129925,
"GBR","GGNLEND","TOT","PC_GDP","A","2016",-3.30322050858905,
"GBR","GGNLEND","TOT","PC_GDP","A","2017",-2.35277231929344,
"GBR","GGNLEND","TOT","PC_GDP","A","2018",-2.15923619606508,
"GBR","GGNLEND","TOT","PC_GDP","A","2019",-2.20943447008646,
"GBR","GGNLEND","TOT","PC_GDP","A","2020",-12.760668923321,
"GBR","GGNLEND","TOT","PC_GDP","A","2021",-8.08923745411199,
"USA","GGNLEND","TOT","PC_GDP","A","1970",-4.43330634499298,
"USA","GGNLEND","TOT","PC_GDP","A","1971",-5.27789071554277,
"USA","GGNLEND","TOT","PC_GDP","A","1972",-4.00046829436092,
"USA","GGNLEND","TOT","PC_GDP","A","1973",-2.74160993309835,
"USA","GGNLEND","TOT","PC_GDP","A","1974",-3.32815356549099,
"USA","GGNLEND","TOT","PC_GDP","A","1975",-7.26123684198032,
"USA","GGNLEND","TOT","PC_GDP","A","1976",-5.24570516255901,
"USA","GGNLEND","TOT","PC_GDP","A","1977",-3.969543083812,
"USA","GGNLEND","TOT","PC_GDP","A","1978",-3.12312260721322,
"USA","GGNLEND","TOT","PC_GDP","A","1979",-2.6214849811577,
"USA","GGNLEND","TOT","PC_GDP","A","1980",-4.04849496396432,
"USA","GGNLEND","TOT","PC_GDP","A","1981",-3.61572708300268,
"USA","GGNLEND","TOT","PC_GDP","A","1982",-6.21298054392786,
"USA","GGNLEND","TOT","PC_GDP","A","1983",-6.94370779832242,
"USA","GGNLEND","TOT","PC_GDP","A","1984",-5.83184767831885,
"USA","GGNLEND","TOT","PC_GDP","A","1985",-5.98767636349473,
"USA","GGNLEND","TOT","PC_GDP","A","1986",-6.18164170868788,
"USA","GGNLEND","TOT","PC_GDP","A","1987",-5.17381228225733,
"USA","GGNLEND","TOT","PC_GDP","A","1988",-4.5171442877773,
"USA","GGNLEND","TOT","PC_GDP","A","1989",-4.30163305315178,
"USA","GGNLEND","TOT","PC_GDP","A","1990",-5.2407916025506,
"USA","GGNLEND","TOT","PC_GDP","A","1991",-6.12652300723158,
"USA","GGNLEND","TOT","PC_GDP","A","1992",-7.1463319247639,
"USA","GGNLEND","TOT","PC_GDP","A","1993",-6.32803567046664,
"USA","GGNLEND","TOT","PC_GDP","A","1994",-4.99449091534843,
"USA","GGNLEND","TOT","PC_GDP","A","1995",-4.64307793358133,
"USA","GGNLEND","TOT","PC_GDP","A","1996",-3.49933433435045,
"USA","GGNLEND","TOT","PC_GDP","A","1997",-2.0737610217927,
"USA","GGNLEND","TOT","PC_GDP","A","1998",-0.910456097701189,
"USA","GGNLEND","TOT","PC_GDP","A","1999",-0.482206838378548,
"USA","GGNLEND","TOT","PC_GDP","A","2000",0.335568442813897,
"USA","GGNLEND","TOT","PC_GDP","A","2001",-1.84742375421343,
"USA","GGNLEND","TOT","PC_GDP","A","2002",-5.3031923556799,
"USA","GGNLEND","TOT","PC_GDP","A","2003",-6.41433585447499,
"USA","GGNLEND","TOT","PC_GDP","A","2004",-5.77504257114317,
"USA","GGNLEND","TOT","PC_GDP","A","2005",-4.44771982507819,
"USA","GGNLEND","TOT","PC_GDP","A","2006",-3.33341900953438,
"USA","GGNLEND","TOT","PC_GDP","A","2007",-3.97930342122564,
"USA","GGNLEND","TOT","PC_GDP","A","2008",-7.34253610494126,
"USA","GGNLEND","TOT","PC_GDP","A","2009",-13.0999306744471,
"USA","GGNLEND","TOT","PC_GDP","A","2010",-12.3800089972935,
"USA","GGNLEND","TOT","PC_GDP","A","2011",-10.9559947540121,
"USA","GGNLEND","TOT","PC_GDP","A","2012",-9.18706771330327,
"USA","GGNLEND","TOT","PC_GDP","A","2013",-5.80240715598156,
"USA","GGNLEND","TOT","PC_GDP","A","2014",-5.18710224847609,
"USA","GGNLEND","TOT","PC_GDP","A","2015",-4.5985107785484,
"USA","GGNLEND","TOT","PC_GDP","A","2016",-5.40322841710552,
"USA","GGNLEND","TOT","PC_GDP","A","2017",-4.27961583240086,
"USA","GGNLEND","TOT","PC_GDP","A","2018",-6.14720804764069,
"USA","GGNLEND","TOT","PC_GDP","A","2019",-6.38134887024881,
"USA","GGNLEND","TOT","PC_GDP","A","2020",-15.3096122638803,
"CHL","GGNLEND","TOT","PC_GDP","A","2003",-0.189104524142558,
"CHL","GGNLEND","TOT","PC_GDP","A","2004",2.76924205546272,
"CHL","GGNLEND","TOT","PC_GDP","A","2005",5.02306771065965,
"CHL","GGNLEND","TOT","PC_GDP","A","2006",7.38366980592907,
"CHL","GGNLEND","TOT","PC_GDP","A","2007",7.73915779556731,
"CHL","GGNLEND","TOT","PC_GDP","A","2008",4.66751101735819,
"CHL","GGNLEND","TOT","PC_GDP","A","2009",-4.04397595174881,
"CHL","GGNLEND","TOT","PC_GDP","A","2010",-0.169286702478715,
"CHL","GGNLEND","TOT","PC_GDP","A","2011",1.28514863105417,
"CHL","GGNLEND","TOT","PC_GDP","A","2012",0.542586918313817,
"CHL","GGNLEND","TOT","PC_GDP","A","2013",-0.534483780175692,
"CHL","GGNLEND","TOT","PC_GDP","A","2014",-1.52571929497611,
"CHL","GGNLEND","TOT","PC_GDP","A","2015",-2.05906687938438,
"CHL","GGNLEND","TOT","PC_GDP","A","2016",-2.64559660277104,
"CHL","GGNLEND","TOT","PC_GDP","A","2017",-2.89491225948631,
"CHL","GGNLEND","TOT","PC_GDP","A","2018",-1.58717435660094,
"CHL","GGNLEND","TOT","PC_GDP","A","2019",-2.84058403431141,
"CHN","GGNLEND","TOT","PC_GDP","A","1992",-5.21269966353491,
"CHN","GGNLEND","TOT","PC_GDP","A","1993",-5.34225040086115,
"CHN","GGNLEND","TOT","PC_GDP","A","1994",-6.06861191467489,
"CHN","GGNLEND","TOT","PC_GDP","A","1995",-5.31098241112229,
"CHN","GGNLEND","TOT","PC_GDP","A","1996",-3.76579674323526,
"CHN","GGNLEND","TOT","PC_GDP","A","1997",-3.75746897070815,
"CHN","GGNLEND","TOT","PC_GDP","A","1998",-5.49859499621459,
"CHN","GGNLEND","TOT","PC_GDP","A","1999",-6.54073674644783,
"CHN","GGNLEND","TOT","PC_GDP","A","2000",-7.96311812612871,
"CHN","GGNLEND","TOT","PC_GDP","A","2001",-6.49210915083558,
"CHN","GGNLEND","TOT","PC_GDP","A","2002",-4.46696080428928,
"CHN","GGNLEND","TOT","PC_GDP","A","2003",-4.14247862787618,
"CHN","GGNLEND","TOT","PC_GDP","A","2004",-0.804628380340608,
"CHN","GGNLEND","TOT","PC_GDP","A","2005",-0.04081182945234,
"CHN","GGNLEND","TOT","PC_GDP","A","2006",1.24474048537517,
"CHN","GGNLEND","TOT","PC_GDP","A","2007",3.60895233962612,
"CHN","GGNLEND","TOT","PC_GDP","A","2008",1.47446608963785,
"CHN","GGNLEND","TOT","PC_GDP","A","2009",1.13923709470136,
"CHN","GGNLEND","TOT","PC_GDP","A","2010",2.2360497093924,
"CHN","GGNLEND","TOT","PC_GDP","A","2011",1.53128701426937,
"CHN","GGNLEND","TOT","PC_GDP","A","2012",1.31464630324186,
"CHN","GGNLEND","TOT","PC_GDP","A","2013",0.648948562069282,
"CHN","GGNLEND","TOT","PC_GDP","A","2014",0.603405530864029,
"CHN","GGNLEND","TOT","PC_GDP","A","2015",-0.609837070967581,
"CHN","GGNLEND","TOT","PC_GDP","A","2016",-1.07481968866087,
"CHN","GGNLEND","TOT","PC_GDP","A","2017",-1.43193835242706,
"CHN","GGNLEND","TOT","PC_GDP","A","2018",-2.00997502722508,
"CHN","GGNLEND","TOT","PC_GDP","A","2019",-2.31550878015585,
"EST","GGNLEND","TOT","PC_GDP","A","1995",1.04835073985781,
"EST","GGNLEND","TOT","PC_GDP","A","1996",-0.34782892251839,
"EST","GGNLEND","TOT","PC_GDP","A","1997",2.12114474289364,
"EST","GGNLEND","TOT","PC_GDP","A","1998",-0.756798773342904,
"EST","GGNLEND","TOT","PC_GDP","A","1999",-3.29949275662392,
"EST","GGNLEND","TOT","PC_GDP","A","2000",-0.068053170071402,
"EST","GGNLEND","TOT","PC_GDP","A","2001",0.198938936995695,
"EST","GGNLEND","TOT","PC_GDP","A","2002",0.418020653032631,
"EST","GGNLEND","TOT","PC_GDP","A","2003",1.79542943361372,
"EST","GGNLEND","TOT","PC_GDP","A","2004",2.39428250655789,
"EST","GGNLEND","TOT","PC_GDP","A","2005",1.12489609367401,
"EST","GGNLEND","TOT","PC_GDP","A","2006",2.89042687964342,
"EST","GGNLEND","TOT","PC_GDP","A","2007",2.74063068149279,
"EST","GGNLEND","TOT","PC_GDP","A","2008",-2.64772122639053,
"EST","GGNLEND","TOT","PC_GDP","A","2009",-2.19079505332346,
"EST","GGNLEND","TOT","PC_GDP","A","2010",0.189945085925933,
"EST","GGNLEND","TOT","PC_GDP","A","2011",1.08531045668383,
"EST","GGNLEND","TOT","PC_GDP","A","2012",-0.286883473810143,
"EST","GGNLEND","TOT","PC_GDP","A","2013",0.18032038903685,
"EST","GGNLEND","TOT","PC_GDP","A","2014",0.707793298020483,
"EST","GGNLEND","TOT","PC_GDP","A","2015",0.113419561637563,
"EST","GGNLEND","TOT","PC_GDP","A","2016",-0.411993616048564,
"EST","GGNLEND","TOT","PC_GDP","A","2017",-0.475379009236635,
"EST","GGNLEND","TOT","PC_GDP","A","2018",-0.555433408406963,
"EST","GGNLEND","TOT","PC_GDP","A","2019",0.121879582936,
"EST","GGNLEND","TOT","PC_GDP","A","2020",-5.59614986677906,
"EST","GGNLEND","TOT","PC_GDP","A","2021",-2.3528959058923,
"ISR","GGNLEND","TOT","PC_GDP","A","1995",-9.17714496330162,
"ISR","GGNLEND","TOT","PC_GDP","A","1996",-10.346937579961,
"ISR","GGNLEND","TOT","PC_GDP","A","1997",-9.16873059495169,
"ISR","GGNLEND","TOT","PC_GDP","A","1998",-7.17394633677509,
"ISR","GGNLEND","TOT","PC_GDP","A","1999",-3.23046255863515,
"ISR","GGNLEND","TOT","PC_GDP","A","2000",-0.835023845525156,
"ISR","GGNLEND","TOT","PC_GDP","A","2001",-4.19815706453116,
"ISR","GGNLEND","TOT","PC_GDP","A","2002",-8.51346346891004,
"ISR","GGNLEND","TOT","PC_GDP","A","2003",-5.22541904414432,
"ISR","GGNLEND","TOT","PC_GDP","A","2004",-3.60319196805384,
"ISR","GGNLEND","TOT","PC_GDP","A","2005",-2.7987648495033,
"ISR","GGNLEND","TOT","PC_GDP","A","2006",-0.999227615402505,
"ISR","GGNLEND","TOT","PC_GDP","A","2007",-0.309516897058772,
"ISR","GGNLEND","TOT","PC_GDP","A","2008",-3.54872811068747,
"ISR","GGNLEND","TOT","PC_GDP","A","2009",-6.6434439152413,
"ISR","GGNLEND","TOT","PC_GDP","A","2010",-3.77804659819929,
"ISR","GGNLEND","TOT","PC_GDP","A","2011",-3.4090080434677,
"ISR","GGNLEND","TOT","PC_GDP","A","2012",-4.40141140621858,
"ISR","GGNLEND","TOT","PC_GDP","A","2013",-4.14577041391458,
"ISR","GGNLEND","TOT","PC_GDP","A","2014",-2.31235575682304,
"ISR","GGNLEND","TOT","PC_GDP","A","2015",-1.1616951568614,
"ISR","GGNLEND","TOT","PC_GDP","A","2016",-1.72649520730855,
"ISR","GGNLEND","TOT","PC_GDP","A","2017",-1.12705340435173,
"ISR","GGNLEND","TOT","PC_GDP","A","2018",-3.62299840659568,
"ISR","GGNLEND","TOT","PC_GDP","A","2019",-3.8948872102979,
"ISR","GGNLEND","TOT","PC_GDP","A","2020",-10.8251677669704,
"ISR","GGNLEND","TOT","PC_GDP","A","2021",-3.83180931305098,
"RUS","GGNLEND","TOT","PC_GDP","A","2011",2.95333242900712,
"RUS","GGNLEND","TOT","PC_GDP","A","2012",1.75376671374955,
"RUS","GGNLEND","TOT","PC_GDP","A","2013",-0.567405880547197,
"RUS","GGNLEND","TOT","PC_GDP","A","2014",-2.24738838263604,
"RUS","GGNLEND","TOT","PC_GDP","A","2015",-1.39208756736032,
"RUS","GGNLEND","TOT","PC_GDP","A","2016",-2.4535277564284,
"RUS","GGNLEND","TOT","PC_GDP","A","2017",-0.634077373618773,
"RUS","GGNLEND","TOT","PC_GDP","A","2018",3.48448361996048,
"RUS","GGNLEND","TOT","PC_GDP","A","2019",3.66928494608759,
"SVN","GGNLEND","TOT","PC_GDP","A","1995",-8.14455013089461,
"SVN","GGNLEND","TOT","PC_GDP","A","1996",-1.09322422288708,
"SVN","GGNLEND","TOT","PC_GDP","A","1997",-2.30668822719817,
"SVN","GGNLEND","TOT","PC_GDP","A","1998",-2.3259233535365,
"SVN","GGNLEND","TOT","PC_GDP","A","1999",-2.97165200647039,
"SVN","GGNLEND","TOT","PC_GDP","A","2000",-3.64488919524765,
"SVN","GGNLEND","TOT","PC_GDP","A","2001",-4.45039829733508,
"SVN","GGNLEND","TOT","PC_GDP","A","2002",-2.3743647103643,
"SVN","GGNLEND","TOT","PC_GDP","A","2003",-2.59465646343571,
"SVN","GGNLEND","TOT","PC_GDP","A","2004",-1.94100407570746,
"SVN","GGNLEND","TOT","PC_GDP","A","2005",-1.32417033912446,
"SVN","GGNLEND","TOT","PC_GDP","A","2006",-1.23096238136434,
"SVN","GGNLEND","TOT","PC_GDP","A","2007",-0.048998316283669,
"SVN","GGNLEND","TOT","PC_GDP","A","2008",-1.39378936290063,
"SVN","GGNLEND","TOT","PC_GDP","A","2009",-5.8129153616306,
"SVN","GGNLEND","TOT","PC_GDP","A","2010",-5.59967785681504,
"SVN","GGNLEND","TOT","PC_GDP","A","2011",-6.62933839036696,
"SVN","GGNLEND","TOT","PC_GDP","A","2012",-3.99471109951664,
"SVN","GGNLEND","TOT","PC_GDP","A","2013",-14.5786461479687,
"SVN","GGNLEND","TOT","PC_GDP","A","2014",-5.50719270783563,
"SVN","GGNLEND","TOT","PC_GDP","A","2015",-2.84748298482786,
"SVN","GGNLEND","TOT","PC_GDP","A","2016",-1.91911358449142,
"SVN","GGNLEND","TOT","PC_GDP","A","2017",-0.05297610917245,
"SVN","GGNLEND","TOT","PC_GDP","A","2018",0.743692826887294,
"SVN","GGNLEND","TOT","PC_GDP","A","2019",0.42212123310687,
"SVN","GGNLEND","TOT","PC_GDP","A","2020",-7.81350330476086,
"SVN","GGNLEND","TOT","PC_GDP","A","2021",-5.19985081680046,
"ZAF","GGNLEND","TOT","PC_GDP","A","1995",-4.70409846241155,
"ZAF","GGNLEND","TOT","PC_GDP","A","1996",-5.50006224285428,
"ZAF","GGNLEND","TOT","PC_GDP","A","1997",-6.06854904660249,
"ZAF","GGNLEND","TOT","PC_GDP","A","1998",-4.23484030890505,
"ZAF","GGNLEND","TOT","PC_GDP","A","1999",-3.02832095242545,
"ZAF","GGNLEND","TOT","PC_GDP","A","2000",-3.26294165634603,
"ZAF","GGNLEND","TOT","PC_GDP","A","2001",-2.02687201761899,
"ZAF","GGNLEND","TOT","PC_GDP","A","2002",-2.72537204306375,
"ZAF","GGNLEND","TOT","PC_GDP","A","2003",-3.63797231185594,
"ZAF","GGNLEND","TOT","PC_GDP","A","2004",-3.74090069029129,
"ZAF","GGNLEND","TOT","PC_GDP","A","2005",-2.30610997441519,
"ZAF","GGNLEND","TOT","PC_GDP","A","2006",0.147874306839187,
"ZAF","GGNLEND","TOT","PC_GDP","A","2007",0.833324642498561,
"ZAF","GGNLEND","TOT","PC_GDP","A","2008",-1.73786007379289,
"ZAF","GGNLEND","TOT","PC_GDP","A","2009",-3.85420450879439,
"ZAF","GGNLEND","TOT","PC_GDP","A","2010",-3.27877971325556,
"ZAF","GGNLEND","TOT","PC_GDP","A","2011",-2.47502372796199,
"ZAF","GGNLEND","TOT","PC_GDP","A","2012",-3.59616464424154,
"ZAF","GGNLEND","TOT","PC_GDP","A","2013",-3.5633228851816,
"ZAF","GGNLEND","TOT","PC_GDP","A","2014",-3.83672083394527,
"ZAF","GGNLEND","TOT","PC_GDP","A","2015",-3.68101587041306,
"ZAF","GGNLEND","TOT","PC_GDP","A","2016",-3.36482965981968,
"ZAF","GGNLEND","TOT","PC_GDP","A","2017",-3.80814471490105,
"ZAF","GGNLEND","TOT","PC_GDP","A","2018",-3.36368682341128,
"ZAF","GGNLEND","TOT","PC_GDP","A","2019",-4.88341139807802,
"EA","GGNLEND","TOT","PC_GDP","A","1995",-7.33271465362894,
"EA","GGNLEND","TOT","PC_GDP","A","1996",-4.3618171864548,
"EA","GGNLEND","TOT","PC_GDP","A","1997",-3.05159684884981,
"EA","GGNLEND","TOT","PC_GDP","A","1998",-2.44519135456769,
"EA","GGNLEND","TOT","PC_GDP","A","1999",-1.5133245705955,
"EA","GGNLEND","TOT","PC_GDP","A","2000",-1.26996248375336,
"EA","GGNLEND","TOT","PC_GDP","A","2001",-1.9531506287795,
"EA","GGNLEND","TOT","PC_GDP","A","2002",-2.66408072997479,
"EA","GGNLEND","TOT","PC_GDP","A","2003",-3.08700262083596,
"EA","GGNLEND","TOT","PC_GDP","A","2004",-2.86147713648964,
"EA","GGNLEND","TOT","PC_GDP","A","2005",-2.59469874549547,
"EA","GGNLEND","TOT","PC_GDP","A","2006",-1.51633530774359,
"EA","GGNLEND","TOT","PC_GDP","A","2007",-0.645189584144117,
"EA","GGNLEND","TOT","PC_GDP","A","2008",-2.16243346476277,
"EA","GGNLEND","TOT","PC_GDP","A","2009",-6.23697503286408,
"EA","GGNLEND","TOT","PC_GDP","A","2010",-6.27620146751721,
"EA","GGNLEND","TOT","PC_GDP","A","2011",-4.24758810495127,
"EA","GGNLEND","TOT","PC_GDP","A","2012",-3.80766210657024,
"EA","GGNLEND","TOT","PC_GDP","A","2013",-3.07388804382226,
"EA","GGNLEND","TOT","PC_GDP","A","2014",-2.48858880703424,
"EA","GGNLEND","TOT","PC_GDP","A","2015",-1.99718751548887,
"EA","GGNLEND","TOT","PC_GDP","A","2016",-1.47648923569872,
"EA","GGNLEND","TOT","PC_GDP","A","2017",-0.937966212275803,
"EA","GGNLEND","TOT","PC_GDP","A","2018",-0.447180098462189,"E"
"EA","GGNLEND","TOT","PC_GDP","A","2019",-0.664274361092522,"E"
"EA","GGNLEND","TOT","PC_GDP","A","2020",-7.07507759773038,"E"
"EA","GGNLEND","TOT","PC_GDP","A","2021",-5.10619902508096,"E"
"EU","GGNLEND","TOT","PC_GDP","A","1995",-7.18038886906819,
"EU","GGNLEND","TOT","PC_GDP","A","1996",-4.25675919496439,
"EU","GGNLEND","TOT","PC_GDP","A","1997",-2.99439667900602,
"EU","GGNLEND","TOT","PC_GDP","A","1998",-2.35297964910775,
"EU","GGNLEND","TOT","PC_GDP","A","1999",-1.4471551562311,
"EU","GGNLEND","TOT","PC_GDP","A","2000",-1.15445499698493,
"EU","GGNLEND","TOT","PC_GDP","A","2001",-1.89947238463887,
"EU","GGNLEND","TOT","PC_GDP","A","2002",-2.70048763323505,
"EU","GGNLEND","TOT","PC_GDP","A","2003",-3.08547755379547,
"EU","GGNLEND","TOT","PC_GDP","A","2004",-2.71171368338192,
"EU","GGNLEND","TOT","PC_GDP","A","2005",-2.34839595622328,
"EU","GGNLEND","TOT","PC_GDP","A","2006",-1.38355594090795,
"EU","GGNLEND","TOT","PC_GDP","A","2007",-0.496948550790843,
"EU","GGNLEND","TOT","PC_GDP","A","2008",-2.00917198401217,
"EU","GGNLEND","TOT","PC_GDP","A","2009",-6.03346308907127,
"EU","GGNLEND","TOT","PC_GDP","A","2010",-5.97461209374709,
"EU","GGNLEND","TOT","PC_GDP","A","2011",-4.08654164568639,
"EU","GGNLEND","TOT","PC_GDP","A","2012",-3.68010736190817,
"EU","GGNLEND","TOT","PC_GDP","A","2013",-2.96962990718628,
"EU","GGNLEND","TOT","PC_GDP","A","2014",-2.41303295966527,
"EU","GGNLEND","TOT","PC_GDP","A","2015",-1.89627410292028,
"EU","GGNLEND","TOT","PC_GDP","A","2016",-1.36177733877073,
"EU","GGNLEND","TOT","PC_GDP","A","2017",-0.795711884652057,
"EU","GGNLEND","TOT","PC_GDP","A","2018",-0.390098782197591,"E"
"EU","GGNLEND","TOT","PC_GDP","A","2019",-0.56157232005165,"E"
"EU","GGNLEND","TOT","PC_GDP","A","2020",-6.76144653018329,"E"
"EU","GGNLEND","TOT","PC_GDP","A","2021",-4.67717332036083,"E"
"NZL","GGNLEND","TOT","PC_GDP","A","1986",-6.63789622625231,
"NZL","GGNLEND","TOT","PC_GDP","A","1987",-2.19600411251093,
"NZL","GGNLEND","TOT","PC_GDP","A","1988",-4.64109135187178,
"NZL","GGNLEND","TOT","PC_GDP","A","1989",-3.24433576740135,
"NZL","GGNLEND","TOT","PC_GDP","A","1990",-4.41897409639345,
"NZL","GGNLEND","TOT","PC_GDP","A","1991",-3.42989498065433,
"NZL","GGNLEND","TOT","PC_GDP","A","1992",-2.9185534229782,
"NZL","GGNLEND","TOT","PC_GDP","A","1993",-0.595133791143737,
"NZL","GGNLEND","TOT","PC_GDP","A","1994",2.53168690569755,
"NZL","GGNLEND","TOT","PC_GDP","A","1995",2.33496820316721,
"NZL","GGNLEND","TOT","PC_GDP","A","1996",2.44585117852445,
"NZL","GGNLEND","TOT","PC_GDP","A","1997",1.00082049325001,
"NZL","GGNLEND","TOT","PC_GDP","A","1998",-0.053722876453298,
"NZL","GGNLEND","TOT","PC_GDP","A","1999",-0.244327866535958,
"NZL","GGNLEND","TOT","PC_GDP","A","2000",1.62367843523394,
"NZL","GGNLEND","TOT","PC_GDP","A","2001",1.30228727702157,
"NZL","GGNLEND","TOT","PC_GDP","A","2002",3.25647095375829,
"NZL","GGNLEND","TOT","PC_GDP","A","2003",3.38437530276398,
"NZL","GGNLEND","TOT","PC_GDP","A","2004",3.82683635375488,
"NZL","GGNLEND","TOT","PC_GDP","A","2005",4.47118825067357,
"NZL","GGNLEND","TOT","PC_GDP","A","2006",5.02745284993372,
